Date,Abap,Ada,C/C++,C#,Cobol,Dart,Delphi/Pascal,Go,Groovy,Haskell,Java,JavaScript,Julia,Kotlin,Lua,Matlab,Objective-C,Perl,PHP,Powershell,Python,R,Ruby,Rust,Scala,Swift,TypeScript,VBA,Visual Basic
August 2005,0.32,0.3,9.139999999999999,6.140000000000001,0.4,0,2.35,0,0.09,0.24,30.209999999999997,8.61,0,0,0.21,2.12,0.11,6.510000000000001,19.62,0.09,3.1199999999999997,0.44,0.66,0.12,0.09,0,0.09,1.6099999999999999,7.41
September 2005,0.36,0.29,9.04,6.17,0.4,0,2.32,0,0.08,0.22,30.15,8.35,0,0,0.26,2.0500000000000003,0.13,6.58,19.82,0.09,3.27,0.44999999999999996,0.79,0.16999999999999998,0.05,0,0.11,1.6,7.26
October 2005,0.38,0.31,8.690000000000001,6.18,0.44999999999999996,0,2.4299999999999997,0,0.08,0.24,30.099999999999998,8.15,0,0,0.27999999999999997,2.18,0.13999999999999999,6.59,19.61,0.09,3.46,0.49,0.9400000000000001,0.16,0.05,0,0.11,1.69,7.199999999999999
November 2005,0.38,0.27999999999999997,8.48,6.3100000000000005,0.44999999999999996,0,2.46,0,0.06999999999999999,0.25,30.2,8.219999999999999,0,0,0.3,2.27,0.13,6.54,19.56,0.06,3.63,0.51,1.09,0.16999999999999998,0.02,0,0.06999999999999999,1.6400000000000001,6.909999999999999
December 2005,0.38999999999999996,0.27999999999999997,8.37,6.529999999999999,0.48,0,2.44,0,0.08,0.27,29.84,8.12,0,0,0.32,2.35,0.11,6.5600000000000005,19.33,0.03,3.88,0.53,1.24,0.16,0.06,0,0.06,1.66,6.909999999999999
January 2006,0.4,0.29,8.51,6.2700000000000005,0.44999999999999996,0,2.39,0,0.09,0.27,29.720000000000002,8.1,0,0,0.35000000000000003,2.32,0.11,6.329999999999999,19.67,0.08,3.9600000000000004,0.51,1.37,0.15,0.11,0,0.1,1.6,6.88
February 2006,0.41000000000000003,0.32,8.4,6.36,0.51,0,2.48,0,0.09,0.3,29.75,7.960000000000001,0,0.01,0.37,2.41,0.13,6.11,19.49,0.06,3.95,0.5599999999999999,1.58,0.13999999999999999,0.13,0,0.08,1.67,6.7299999999999995
March 2006,0.37,0.27999999999999997,8.35,6.47,0.48,0,2.39,0,0.1,0.3,30.04,8.02,0,0.02,0.33999999999999997,2.54,0.11,5.8999999999999995,19.5,0.06,3.93,0.53,1.68,0.09,0.13,0,0.06,1.6400000000000001,6.65
April 2006,0.35000000000000003,0.25,8.450000000000001,6.65,0.44,0,2.17,0,0.11,0.29,30.06,8.08,0,0.05,0.35000000000000003,2.46,0.1,5.76,19.91,0.08,3.8,0.52,1.78,0.09,0.16,0,0.06,1.53,6.5
May 2006,0.33999999999999997,0.24,8.52,6.619999999999999,0.44,0,2.06,0,0.11,0.27999999999999997,30.130000000000003,8.260000000000002,0,0.06,0.35000000000000003,2.2800000000000002,0.1,5.52,20.28,0.09,3.6999999999999997,0.52,1.9,0.06999999999999999,0.15,0,0.06,1.51,6.45
June 2006,0.33999999999999997,0.22999999999999998,8.63,6.45,0.44,0,1.92,0,0.11,0.27999999999999997,30.330000000000002,8.38,0,0.08,0.36,2.23,0.11,5.35,20.57,0.1,3.65,0.52,1.9,0.06999999999999999,0.13,0,0.06,1.48,6.29
July 2006,0.35000000000000003,0.22,8.459999999999999,6.64,0.45999999999999996,0,1.91,0,0.09,0.29,30.349999999999998,8.41,0,0.08,0.4,2.31,0.13,5.4,20.45,0.1,3.5700000000000003,0.5599999999999999,1.92,0.08,0.12,0,0,1.48,6.23
August 2006,0.35000000000000003,0.2,8.43,6.78,0.38999999999999996,0,1.8599999999999999,0,0.11,0.26,30.18,8.37,0,0.08,0.38999999999999996,2.27,0.11,5.4399999999999995,20.54,0.11,3.64,0.51,2.07,0.08,0.13,0,0,1.5,6.1899999999999995
September 2006,0.33999999999999997,0.21,8.28,6.909999999999999,0.41000000000000003,0,1.95,0,0.09,0.27,29.970000000000002,8.35,0,0.06999999999999999,0.44,2.13,0.13,5.5,20.45,0.13,3.7900000000000005,0.53,2.1999999999999997,0.09,0.16,0,0,1.58,6.04
October 2006,0.33999999999999997,0.25,8.21,6.959999999999999,0.41000000000000003,0,2.02,0,0.06999999999999999,0.3,29.81,8.39,0,0.04,0.44999999999999996,2.19,0.13999999999999999,5.47,20.19,0.1,3.91,0.54,2.27,0.09,0.15,0,0,1.69,6.01
November 2006,0.36,0.25,8.15,7.000000000000001,0.41000000000000003,0,1.9900000000000002,0,0.09,0.32,29.89,8.450000000000001,0,0.04,0.44,2.25,0.13999999999999999,5.4,20.05,0.1,3.95,0.53,2.29,0.09,0.16,0,0,1.7500000000000002,5.8999999999999995
December 2006,0.4,0.27999999999999997,8.18,7.049999999999999,0.4,0,1.96,0,0.06999999999999999,0.33999999999999997,29.99,8.35,0,0.01,0.47000000000000003,2.29,0.13999999999999999,5.390000000000001,19.900000000000002,0.11,3.9699999999999998,0.5700000000000001,2.37,0.09,0.13,0,0,1.7000000000000002,5.84
January 2007,0.38,0.27999999999999997,8.12,7.140000000000001,0.38,0,1.92,0,0.06999999999999999,0.35000000000000003,30.06,8.38,0,0.02,0.42,2.26,0.11,5.42,19.85,0.06999999999999999,4.14,0.5700000000000001,2.5,0.08,0.09,0,0,1.72,5.67
February 2007,0.4,0.24,8.260000000000002,7.02,0.41000000000000003,0,1.91,0.01,0.05,0.38,30.270000000000003,8.41,0,0.01,0.42,2.4,0.11,5.21,19.57,0.06,4.34,0.62,2.4899999999999998,0.06,0.08,0,0,1.6500000000000001,5.609999999999999
March 2007,0.38999999999999996,0.24,8.24,6.9,0.38,0,1.76,0.06,0.04,0.38,30.570000000000004,8.36,0,0.06,0.37,2.42,0.09,4.88,19.82,0.08,4.29,0.62,2.4899999999999998,0.09,0.06999999999999999,0,0.06999999999999999,1.63,5.6899999999999995
April 2007,0.38,0.21,8.1,6.78,0.38999999999999996,0,1.78,0.06,0.06999999999999999,0.35000000000000003,30.470000000000002,8.38,0,0.06,0.35000000000000003,2.5100000000000002,0.08,4.81,20.02,0.09,4.390000000000001,0.6,2.62,0.09,0.06,0,0.06999999999999999,1.6,5.67
May 2007,0.38,0.18,8.07,6.75,0.36,0,1.76,0.06,0.06999999999999999,0.33999999999999997,30.43,8.27,0,0.11,0.36,2.52,0.08,4.78,20.28,0.11,4.42,0.63,2.63,0.08,0.1,0,0.08,1.5599999999999998,5.58
June 2007,0.32,0.13,7.9,6.81,0.32,0,1.8399999999999999,0.06999999999999999,0.08,0.31,30.55,8.36,0,0.12,0.3,2.39,0.06,4.78,20.32,0.09,4.47,0.58,2.76,0.08,0.11,0,0.08,1.6199999999999999,5.55
July 2007,0.33999999999999997,0.13999999999999999,7.99,6.72,0.32,0,1.79,0.09,0.08,0.27999999999999997,30.570000000000004,8.48,0,0.11,0.33,2.39,0.06999999999999999,4.65,20.29,0.09,4.34,0.59,2.8000000000000003,0.06999999999999999,0.12,0,0.1,1.66,5.58
August 2007,0.36,0.22,7.9399999999999995,6.74,0.32,0,1.6500000000000001,0.12,0.09,0.29,30.669999999999998,8.57,0,0.13,0.35000000000000003,2.2399999999999998,0.08,4.569999999999999,20.74,0.11,4.17,0.58,2.78,0.09,0.13999999999999999,0,0.1,1.6500000000000001,5.29
September 2007,0.36,0.22,7.9399999999999995,6.83,0.33999999999999997,0,1.71,0.06999999999999999,0.1,0.27999999999999997,30.64,8.57,0,0.06999999999999999,0.35000000000000003,2.22,0.09,4.75,20.72,0.11,4.21,0.62,2.8000000000000003,0.06,0.12,0,0.03,1.6400000000000001,5.13
October 2007,0.36,0.2,8.04,6.94,0.33999999999999997,0,1.73,0.06999999999999999,0.1,0.29,30.7,8.55,0,0.06999999999999999,0.37,2.15,0.06999999999999999,4.75,20.41,0.13,4.26,0.69,2.78,0.05,0.12,0,0.03,1.66,5.12
November 2007,0.37,0.31,8.06,6.97,0.36,0,1.7500000000000002,0.06999999999999999,0.13999999999999999,0.27999999999999997,30.54,8.41,0,0.06999999999999999,0.37,2.1999999999999997,0.06,4.8,19.830000000000002,0.22999999999999998,4.46,0.74,2.83,0.05,0.13999999999999999,0,0.02,1.67,5.27
December 2007,0.41000000000000003,0.33999999999999997,8.01,6.94,0.4,0,1.72,0.06,0.21,0.31,30.220000000000002,8.290000000000001,0,0.06,0.4,2.31,0.12,4.73,19.46,0.32,4.61,0.8,2.79,0.08,0.32,0,0.2,1.67,5.220000000000001
January 2008,0.38,0.3,8.04,6.959999999999999,0.38999999999999996,0,1.63,0.05,0.22999999999999998,0.33,30.39,8.09,0,0.06,0.38999999999999996,2.37,0.1,4.569999999999999,19.580000000000002,0.32,4.8,0.79,2.8400000000000003,0.08,0.33,0,0.18,1.66,5.13
February 2008,0.36,0.24,7.99,7.109999999999999,0.38999999999999996,0,1.71,0.06,0.27,0.33999999999999997,30.15,7.95,0,0.08,0.4,2.46,0.13,4.4799999999999995,19.48,0.33,4.93,0.8500000000000001,2.83,0.06999999999999999,0.31,0,0.18,1.67,5.2299999999999995
March 2008,0.36,0.24,7.99,7.140000000000001,0.38999999999999996,0,1.67,0.05,0.27999999999999997,0.36,30.11,8.110000000000001,0,0.08,0.43,2.53,0.11,4.34,19.139999999999997,0.33,5.04,0.8500000000000001,2.87,0.06,0.32,0,0.18,1.69,5.34
April 2008,0.35000000000000003,0.24,7.960000000000001,7.2700000000000005,0.38999999999999996,0,1.6099999999999999,0.05,0.29,0.36,30.320000000000004,8.09,0,0.09,0.42,2.52,0.11,4.2,19.189999999999998,0.31,5.01,0.8200000000000001,2.88,0.06999999999999999,0.33999999999999997,0,0.21,1.73,5.17
May 2008,0.33999999999999997,0.13,7.91,7.4399999999999995,0.38999999999999996,0,1.6400000000000001,0.05,0.22999999999999998,0.33,30.2,8.28,0,0.04,0.41000000000000003,2.52,0.12,4.12,19.470000000000002,0.21,5.06,0.79,2.9000000000000004,0.06999999999999999,0.29,0,0.21,1.76,5.09
June 2008,0.32,0.09,7.93,7.66,0.38999999999999996,0,1.72,0.09,0.16999999999999998,0.33999999999999997,30.320000000000004,8.25,0,0.04,0.44,2.54,0.08,3.9800000000000004,19.67,0.16,5.029999999999999,0.77,2.94,0.03,0.12,0,0.03,1.77,5.1
July 2008,0.36,0.15,7.89,7.75,0.42,0,1.79,0.08,0.2,0.35000000000000003,30.049999999999997,8.200000000000001,0,0.06,0.44999999999999996,2.55,0.13,4.04,19.56,0.22,5.06,0.8099999999999999,2.85,0.03,0.1,0,0.03,1.7399999999999998,5.12
August 2008,0.35000000000000003,0.16,7.829999999999999,7.829999999999999,0.42,0,1.87,0.04,0.16,0.31,29.849999999999998,8.02,0,0.04,0.45999999999999996,2.5700000000000003,0.12,4.08,19.48,0.21,5.2,0.8,2.93,0.03,0.1,0,0.06,1.79,5.3
September 2008,0.38999999999999996,0.18,7.9399999999999995,7.960000000000001,0.44,0,1.8800000000000001,0.06999999999999999,0.16,0.31,29.57,7.870000000000001,0,0.04,0.45999999999999996,2.55,0.15,4.09,19.66,0.18,5.27,0.83,2.87,0.05,0.06999999999999999,0,0.06999999999999999,1.7500000000000002,5.18
October 2008,0.42,0.22,8.08,7.95,0.44999999999999996,0,1.8499999999999999,0.06999999999999999,0.22999999999999998,0.32,28.860000000000003,7.870000000000001,0,0.03,0.44999999999999996,2.68,0.16,4.14,19.49,0.25,5.58,0.8699999999999999,2.8400000000000003,0.06,0.08,0,0.06999999999999999,1.6500000000000001,5.34
November 2008,0.42,0.22999999999999998,8.290000000000001,7.95,0.42,0,1.81,0.06999999999999999,0.27999999999999997,0.31,28.82,7.75,0,0.05,0.44999999999999996,2.7199999999999998,0.18,4.15,19.259999999999998,0.26,5.7299999999999995,0.84,2.77,0.06,0.08,0,0.06999999999999999,1.67,5.35
December 2008,0.43,0.3,8.469999999999999,7.829999999999999,0.41000000000000003,0,1.7399999999999998,0.05,0.38,0.3,28.57,7.7299999999999995,0,0.1,0.42,2.76,0.21,4.18,19.07,0.31,5.89,0.8999999999999999,2.69,0.06,0.16999999999999998,0,0.09,1.68,5.28
January 2009,0.4,0.25,8.49,7.829999999999999,0.38,0,1.7399999999999998,0.06,0.4,0.3,28.24,7.99,0,0.1,0.42,2.7,0.18,4.12,18.82,0.3,6.21,0.9299999999999999,2.68,0.06,0.2,0,0.11,1.71,5.390000000000001
February 2009,0.38,0.29,8.73,7.739999999999999,0.38999999999999996,0,1.63,0.09,0.41000000000000003,0.27999999999999997,28.22,7.9399999999999995,0,0.1,0.38999999999999996,2.79,0.19,4.130000000000001,18.64,0.36,6.25,0.96,2.65,0.06,0.18,0,0.08,1.68,5.4
March 2009,0.37,0.27999999999999997,8.64,7.630000000000001,0.33999999999999997,0,1.6400000000000001,0.06,0.45999999999999996,0.33999999999999997,28.16,7.89,0,0.1,0.41000000000000003,2.98,0.18,4.17,18.38,0.38,6.370000000000001,0.9900000000000001,2.67,0.06,0.2,0,0.06999999999999999,1.81,5.45
April 2009,0.35000000000000003,0.22999999999999998,8.62,7.62,0.35000000000000003,0,1.67,0.06999999999999999,0.4,0.35000000000000003,28.38,7.779999999999999,0,0.1,0.42,2.87,0.18,4.15,18.59,0.33,6.3100000000000005,1.01,2.63,0.04,0.19,0,0.05,1.87,5.45
May 2009,0.37,0.22,8.7,7.4399999999999995,0.38999999999999996,0,1.6199999999999999,0.08,0.38,0.37,28.32,7.630000000000001,0,0.09,0.45999999999999996,2.85,0.16,4.08,18.77,0.37,6.36,1.08,2.64,0.04,0.18,0,0.05,1.9300000000000002,5.43
June 2009,0.37,0.16999999999999998,8.67,7.33,0.38999999999999996,0,1.54,0.06999999999999999,0.3,0.36,28.189999999999998,7.779999999999999,0,0.04,0.44999999999999996,2.8899999999999997,0.13999999999999999,4.09,19.139999999999997,0.33,6.419999999999999,1.06,2.6599999999999997,0.04,0.1,0,0.01,2,5.4399999999999995
July 2009,0.4,0.2,9.02,7.23,0.4,0,1.5,0.06,0.27,0.33,27.900000000000002,7.53,0,0.03,0.44,3.08,0.13,4.14,19.1,0.32,6.54,1.05,2.65,0.05,0.08,0,0,2.16,5.4
August 2009,0.43,0.12,9.1,7.1,0.44999999999999996,0,1.53,0.04,0.27999999999999997,0.35000000000000003,27.639999999999997,7.66,0,0.02,0.42,2.97,0.09,4.09,19.24,0.35000000000000003,6.67,1.04,2.64,0.05,0.09,0,0,2.21,5.4
September 2009,0.41000000000000003,0.1,9.54,7.000000000000001,0.44,0,1.47,0.04,0.24,0.26,27.68,7.7,0,0.03,0.38,2.87,0.1,4.04,19.3,0.4,6.67,1.03,2.6,0.04,0.11,0,0,2.17,5.390000000000001
October 2009,0.43,0.12,9.77,6.76,0.48,0,1.43,0.04,0.25,0.22999999999999998,27.639999999999997,7.61,0,0.02,0.38999999999999996,2.9899999999999998,0.11,3.9800000000000004,19.09,0.44999999999999996,6.79,1.05,2.65,0.06,0.09,0,0,2.21,5.34
November 2009,0.43,0.13999999999999999,9.950000000000001,6.69,0.47000000000000003,0,1.4200000000000002,0.03,0.25,0.22999999999999998,27.66,7.64,0,0.05,0.37,3.0300000000000002,0.13,3.95,18.9,0.44999999999999996,6.819999999999999,1.04,2.6,0.05,0.12,0,0,2.23,5.36
December 2009,0.44,0.13999999999999999,10.27,6.58,0.48,0,1.41,0.02,0.29,0.25,27.72,7.449999999999999,0,0.05,0.38999999999999996,3.11,0.16,3.85,18.61,0.51,6.78,1.06,2.55,0.06999999999999999,0.13,0,0,2.2800000000000002,5.4
January 2010,0.48,0.13,10.489999999999998,6.38,0.53,0,1.3599999999999999,0.03,0.32,0.26,28.07,7.42,0,0.05,0.42,3.0300000000000002,0.21,3.6999999999999997,18.55,0.5599999999999999,6.54,1.13,2.53,0.06999999999999999,0.16999999999999998,0,0,2.21,5.35
February 2010,0.49,0.13999999999999999,10.75,6.329999999999999,0.49,0,1.31,0.03,0.33999999999999997,0.22999999999999998,28.299999999999997,7.290000000000001,0,0.05,0.5,3.2,0.24,3.64,18.37,0.53,6.4399999999999995,1.0999999999999999,2.42,0.06999999999999999,0.2,0,0,2.22,5.33
March 2010,0.5499999999999999,0.16,10.93,6.17,0.52,0,1.28,0.03,0.37,0.27,28.249999999999996,7.26,0,0.05,0.53,3.29,0.27,3.51,18.18,0.5499999999999999,6.39,1.18,2.34,0.06999999999999999,0.18,0,0,2.3,5.37
April 2010,0.53,0.13,11.25,6.16,0.48,0,1.26,0.03,0.37,0.27,28.449999999999996,7.380000000000001,0,0.05,0.51,3.29,0.25,3.36,18.2,0.5499999999999999,6.25,1.1400000000000001,2.19,0.06,0.2,0,0,2.3,5.35
May 2010,0.58,0.12,11.48,6.16,0.51,0,1.25,0.03,0.37,0.26,28.37,7.290000000000001,0,0.02,0.49,3.32,0.29,3.25,18.11,0.5700000000000001,6.1899999999999995,1.22,2.19,0.06999999999999999,0.2,0,0,2.36,5.3100000000000005
June 2010,0.61,0.13,11.55,6.239999999999999,0.53,0,1.29,0.03,0.38,0.25,28.299999999999997,7.33,0,0.01,0.49,3.29,0.3,3.25,17.91,0.6,6.22,1.1900000000000002,2.16,0.06,0.2,0,0,2.35,5.319999999999999
July 2010,0.58,0.12,11.48,6.38,0.51,0,1.29,0.02,0.38,0.26,28.060000000000002,7.2700000000000005,0,0,0.47000000000000003,3.45,0.33999999999999997,3.2800000000000002,17.8,0.65,6.22,1.17,2.16,0.06,0.2,0,0,2.45,5.4
August 2010,0.6,0.13,11.559999999999999,6.38,0.54,0,1.25,0.02,0.4,0.27999999999999997,28.34,7.180000000000001,0,0,0.42,3.34,0.43,3.2199999999999998,17.53,0.67,6.18,1.22,2.21,0.06,0.22999999999999998,0,0,2.55,5.28
September 2010,0.61,0.13999999999999999,11.68,6.41,0.5499999999999999,0,1.26,0.02,0.38,0.26,28.37,7.1,0,0,0.41000000000000003,3.2800000000000002,0.48,3.18,17.330000000000002,0.7100000000000001,6.3,1.17,2.32,0.06,0.26,0,0,2.55,5.17
October 2010,0.66,0.2,11.75,6.47,0.5599999999999999,0,1.23,0.03,0.38999999999999996,0.26,28.15,6.859999999999999,0,0,0.45999999999999996,3.3099999999999996,0.65,3.1199999999999997,16.93,0.76,6.38,1.23,2.45,0.08,0.29,0,0,2.62,5.1499999999999995
November 2010,0.63,0.21,11.81,6.550000000000001,0.52,0,1.21,0.04,0.4,0.26,28.26,6.8500000000000005,0,0,0.49,3.39,0.76,3.08,16.54,0.76,6.4399999999999995,1.24,2.5,0.08,0.27999999999999997,0,0,2.54,5.16
December 2010,0.62,0.22999999999999998,11.92,6.52,0.52,0,1.23,0.03,0.38,0.31,28.09,6.72,0,0,0.5,3.4099999999999997,1.03,2.97,16.28,0.77,6.510000000000001,1.31,2.63,0.09,0.32,0,0,2.46,5.1499999999999995
January 2011,0.62,0.26,12.21,6.39,0.48,0,1.18,0.04,0.33,0.33,28.449999999999996,6.81,0,0,0.49,3.2399999999999998,1.15,2.79,16.21,0.73,6.65,1.32,2.62,0.09,0.31,0,0,2.32,4.9799999999999995
February 2011,0.61,0.25,12.46,6.41,0.43,0.01,1.1400000000000001,0.03,0.29,0.33999999999999997,28.23,6.93,0,0,0.47000000000000003,3.36,1.3,2.67,16.23,0.7000000000000001,6.87,1.28,2.55,0.09,0.29,0,0.01,2.12,4.92
March 2011,0.59,0.25,12.509999999999998,6.460000000000001,0.42,0.02,1.1400000000000001,0.03,0.3,0.37,28.09,6.94,0,0,0.48,3.4299999999999997,1.48,2.56,16.189999999999998,0.64,6.909999999999999,1.29,2.55,0.06999999999999999,0.29,0,0.02,2.07,4.93
April 2011,0.59,0.22,12.509999999999998,6.45,0.41000000000000003,0.02,1.15,0.01,0.33999999999999997,0.38,28.18,7.07,0,0,0.44999999999999996,3.3300000000000005,1.6099999999999999,2.5700000000000003,16.27,0.5599999999999999,6.84,1.29,2.4899999999999998,0.05,0.27,0,0.02,2,4.9399999999999995
May 2011,0.65,0.22,12.5,6.329999999999999,0.42,0.03,1.18,0.01,0.37,0.37,28.16,7.13,0,0,0.44,3.15,1.76,2.44,16.41,0.58,6.909999999999999,1.31,2.4699999999999998,0.04,0.3,0,0.03,1.91,4.91
June 2011,0.64,0.21,12.47,6.2700000000000005,0.38,0.05,1.16,0.02,0.37,0.32,28.24,7.17,0,0,0.42,3.09,1.78,2.46,16.54,0.5599999999999999,6.890000000000001,1.3,2.5700000000000003,0.03,0.27999999999999997,0,0.03,1.92,4.8
July 2011,0.66,0.16999999999999998,12.479999999999999,6.3,0.38999999999999996,0.06,1.16,0.02,0.35000000000000003,0.27,28.189999999999998,7.049999999999999,0,0.02,0.44999999999999996,3.1300000000000003,1.96,2.42,16.520000000000003,0.5499999999999999,6.9,1.31,2.58,0.02,0.27999999999999997,0,0.03,1.94,4.79
August 2011,0.69,0.18,12.41,6.22,0.41000000000000003,0.06,1.18,0.02,0.38,0.27,28.16,7.03,0,0.02,0.47000000000000003,3.01,2.07,2.46,16.33,0.58,6.890000000000001,1.35,2.6599999999999997,0.03,0.27999999999999997,0,0.02,2.04,4.79
September 2011,0.7000000000000001,0.18,12.620000000000001,6.069999999999999,0.4,0.06,1.0999999999999999,0.03,0.38999999999999996,0.26,28.23,7.04,0,0.03,0.5,2.8400000000000003,2.22,2.48,16.29,0.6,6.98,1.37,2.5700000000000003,0.04,0.29,0,0.02,2.02,4.6899999999999995
October 2011,0.72,0.19,12.889999999999999,5.94,0.38999999999999996,0.06,1.06,0.03,0.33,0.25,28.12,7.08,0,0.03,0.5,2.85,2.27,2.4,16.150000000000002,0.64,7.199999999999999,1.39,2.5700000000000003,0.05,0.33,0,0.02,1.9900000000000002,4.54
November 2011,0.6799999999999999,0.19,12.709999999999999,5.9799999999999995,0.37,0.09,0.9900000000000001,0.04,0.32,0.25,27.79,7.090000000000001,0,0.03,0.5,2.91,2.68,2.44,15.939999999999998,0.64,7.37,1.4200000000000002,2.6,0.06999999999999999,0.33999999999999997,0,0.02,2.11,4.41
December 2011,0.7100000000000001,0.22,12.370000000000001,6.13,0.37,0.06999999999999999,0.9900000000000001,0.03,0.33,0.25,27.779999999999998,7.19,0,0.03,0.5,2.9499999999999997,2.97,2.3,15.75,0.64,7.68,1.43,2.44,0.06999999999999999,0.35000000000000003,0,0.02,2.1399999999999997,4.29
January 2012,0.72,0.22999999999999998,11.940000000000001,6.4,0.37,0.08,0.96,0.03,0.37,0.27,27.6,7.23,0,0.02,0.49,2.9899999999999998,3.38,2.29,15.6,0.63,7.7700000000000005,1.44,2.42,0.06999999999999999,0.38,0,0.03,2.16,4.15
February 2012,0.72,0.22,11.39,6.77,0.36,0.09,0.95,0.03,0.37,0.27999999999999997,27.33,7.22,0.02,0.02,0.49,3.0700000000000003,3.6900000000000004,2.29,15.540000000000001,0.69,7.82,1.49,2.44,0.06999999999999999,0.38,0,0.03,2.21,4.01
March 2012,0.72,0.22,10.6,7.28,0.38999999999999996,0.12,0.9400000000000001,0.03,0.33999999999999997,0.26,27.400000000000002,7.1499999999999995,0.04,0.01,0.44999999999999996,3.16,3.85,2.22,15.329999999999998,0.77,7.969999999999999,1.52,2.5100000000000002,0.06999999999999999,0.37,0,0.02,2.27,4.02
April 2012,0.74,0.22,9.65,7.779999999999999,0.41000000000000003,0.13999999999999999,0.96,0.02,0.33999999999999997,0.27999999999999997,27.200000000000003,7.1,0.06999999999999999,0.01,0.49,3.2399999999999998,4.22,2.22,15.06,0.88,8,1.5599999999999998,2.59,0.08,0.38999999999999996,0,0.02,2.37,3.9600000000000004
May 2012,0.75,0.24,9.21,8.08,0.38,0.13999999999999999,0.9900000000000001,0.02,0.35000000000000003,0.32,27.38,6.99,0.09,0.02,0.54,3.25,4.16,2.23,15.07,0.9299999999999999,8.02,1.5699999999999998,2.62,0.08,0.37,0,0.01,2.34,3.8600000000000003
